task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
267,Engineering,Backend Engineer,40,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,7,9.64
268,Marketing,Content Writer,129,Write blog post,Write blog post for marketing team by content writer.,Low,8,7.15
269,Engineering,Backend Engineer,86,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,6,0.64
270,Customer Support,Technical Support,60,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,2,1.31
271,Operations,Logistics Coordinator,23,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,6,6.26
272,Finance,Accountant,30,Create budget forecast,Create budget forecast for finance team by accountant.,Low,4,3.28
273,Marketing,SEO Specialist,135,Keyword research,Keyword research for marketing team by seo specialist.,Low,6,6.92
274,Engineering,Frontend Engineer,117,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,7,10.2
275,Engineering,Frontend Engineer,12,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,6,7.11
276,Engineering,Frontend Engineer,62,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,8,5.58
277,Marketing,Content Writer,194,Competitor research,Competitor research for marketing team by content writer.,Low,4,1.05
278,Finance,Financial Analyst,37,Invoice processing,Invoice processing for finance team by financial analyst.,Low,6,7.38
279,Operations,Logistics Coordinator,91,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,5,4.96
280,Operations,Operations Associate,93,Process documentation,Process documentation for operations team by operations associate.,Low,6,5.62
281,Engineering,QA Engineer,62,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,3,6.4
282,Finance,Accountant,30,Variance analysis,Variance analysis for finance team by accountant.,Medium,4,5.56
283,Finance,Accountant,190,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,2,3.74
284,Engineering,Frontend Engineer,123,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,6.64
285,Engineering,QA Engineer,84,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,3,2.81
286,Marketing,Content Writer,180,Keyword research,Keyword research for marketing team by content writer.,Low,7,7.66
287,Engineering,QA Engineer,63,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,4,6.54
288,Engineering,Backend Engineer,186,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,0.5
289,Finance,Accountant,130,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,1,0.87
290,Engineering,Data Engineer,60,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,8,12.65
291,Marketing,Social Media Manager,9,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,8,7.52
292,Operations,Operations Associate,45,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3,0.5
293,Marketing,SEO Specialist,2,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,5,9.73
294,Marketing,SEO Specialist,55,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,8,11.61
295,Operations,Logistics Coordinator,102,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,2,1.46
296,Engineering,Data Engineer,177,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,7,11.65
297,Customer Support,Support Agent,120,Escalate request,Escalate request for customer support team by support agent.,Low,8,8.12
298,Operations,Logistics Coordinator,102,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,2,2.21
299,Operations,Logistics Coordinator,79,Inventory check,Inventory check for operations team by logistics coordinator.,Low,8,9.06
300,Engineering,Backend Engineer,137,Integration testing,Integration testing for engineering team by backend engineer.,Low,2,8.58
301,Engineering,QA Engineer,28,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,6,5.84
302,Finance,Accountant,195,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,2,0.5
303,Engineering,Backend Engineer,123,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,6,3.31
304,Engineering,Frontend Engineer,136,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,5,8.05
305,Operations,Logistics Coordinator,108,Inventory check,Inventory check for operations team by logistics coordinator.,Low,2,4.4
306,Engineering,Data Engineer,61,Database schema update,Database schema update for engineering team by data engineer.,Medium,6,0.97
307,Engineering,QA Engineer,52,Database schema update,Database schema update for engineering team by qa engineer.,Medium,3,4.39
308,Engineering,Data Engineer,139,Integration testing,Integration testing for engineering team by data engineer.,Low,8,8.64
309,Operations,Logistics Coordinator,144,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,1,0.97
310,Finance,Accountant,67,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,2,0.5
311,Engineering,Backend Engineer,28,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,6,3.93
312,Engineering,Frontend Engineer,192,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,5,7.79
313,Operations,Operations Associate,24,Resource planning,Resource planning for operations team by operations associate.,Medium,7,6.58
314,Engineering,Frontend Engineer,62,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,7,6.17
315,Engineering,Data Engineer,113,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,4,12.12
316,Engineering,Frontend Engineer,9,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,1,5.56
317,Engineering,Backend Engineer,138,Database schema update,Database schema update for engineering team by backend engineer.,Medium,7,2.94
318,Engineering,Frontend Engineer,95,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,6,9.89
319,Marketing,Social Media Manager,17,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,1,0.5
320,Engineering,Frontend Engineer,168,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,4,3.83
321,Engineering,Data Engineer,33,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,3,0.5
322,Operations,Logistics Coordinator,90,Inventory check,Inventory check for operations team by logistics coordinator.,Low,5,9.91
323,Customer Support,Support Agent,163,Escalate request,Escalate request for customer support team by support agent.,Low,1,0.5
324,Operations,Operations Associate,85,Resource planning,Resource planning for operations team by operations associate.,Medium,6,7.37
325,Customer Support,Technical Support,77,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,6,6.3
326,Engineering,Frontend Engineer,35,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2,0.5
327,Engineering,Data Engineer,132,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,7,8.17
328,Engineering,Data Engineer,23,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,1,2.26
329,Engineering,Frontend Engineer,94,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,5,8.0
330,Engineering,Frontend Engineer,24,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,4,7.62
331,Engineering,Frontend Engineer,102,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,1,1.04
332,Engineering,Data Engineer,123,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,4,1.13
333,Engineering,Backend Engineer,23,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,7,9.59
334,Engineering,QA Engineer,64,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,1,7.19
335,Marketing,Content Writer,73,Keyword research,Keyword research for marketing team by content writer.,Low,8,10.94
336,Engineering,Frontend Engineer,140,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2,1.43
337,Customer Support,Technical Support,33,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,1,3.05
338,Finance,Financial Analyst,168,Invoice processing,Invoice processing for finance team by financial analyst.,Low,2,2.92
339,Engineering,QA Engineer,191,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,2,3.43
340,Engineering,Frontend Engineer,74,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8,8.87
341,Marketing,SEO Specialist,187,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5,5.3
342,Marketing,SEO Specialist,172,Write blog post,Write blog post for marketing team by seo specialist.,Low,7,8.74
343,Customer Support,Support Agent,87,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,1,1.64
344,Engineering,Data Engineer,9,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,2,8.26
345,Customer Support,Technical Support,29,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2,0.5
346,Engineering,Frontend Engineer,125,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,1,0.5
347,Operations,Operations Associate,196,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,5,4.34
348,Operations,Operations Associate,52,Resource planning,Resource planning for operations team by operations associate.,Medium,1,3.6
